pid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,f0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,energy,zcr,spectral_centroid,spectral_bandwidth,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,spectral_rolloff,spectral_flux,spectral_flatness,f2,jitter,shimmer,band_energy_ratio,pause_rate
119,-401.58999741764836,166.52290926421745,9.599697790092616,8.035295071922452,8.596413271862012,4.312589312974216,-5.498186871319649,-19.854753650339354,-12.03000583629812,-10.07946189742683,-11.138851978176408,-3.333356012265942,-10.622018646592679,157.1769044338778,0.5930158565036627,0.5212782523584305,0.45715210705870796,0.41695366147948265,0.3860572694868298,0.3844272375384864,0.410977600396263,0.49706455359643986,0.530980669294683,0.5684382800999561,0.5617552501658989,0.5923621250828077,0.02273915889361024,0.03217640300399068,1459.963379724447,2112.733243319556,14.246442420377457,7.404384741351357,12.200570859179601,13.365025381007765,17.378132755442284,17.07824991470496,50.687164897853,2601.512892444913,0.9631097847336182,8.146241300911663e-05,26.213168368763693,-3.438498459973553e-06,-23.04894256591797,0.4027179181575775,52.46314824715497
120,-281.57786555680246,158.2062369341586,11.400546355236022,16.289223885600823,9.4279384488579,6.979867106436513,-6.338836582233247,-12.184096373082937,-9.301385839608692,-13.150798357920205,-12.851118695843192,1.2853864011476381,-11.506427708945402,140.12214123766302,0.5576565968822491,0.5686244547623271,0.556533975355047,0.513904622453357,0.46836104129141903,0.4532592476907095,0.4418882693652749,0.4887984148884471,0.5465450405691797,0.6076503112421636,0.545247127337192,0.5398090895658512,0.08116975588979577,0.034333064499505274,1689.0147534010653,2505.3491597136067,15.68426885857795,7.490965643996257,12.208619005952485,13.087017059781278,16.635897976173286,18.08397959821235,51.72926451792361,3163.8099014161444,1.0080664949073876,7.279205955362885e-05,53.85993227374515,-2.9572074494678888e-06,-22.952661514282227,0.43402084708213806,33.7598944591029
121,-296.71680712828106,177.6406979120037,7.055936671578816,11.831748789549033,6.61684225600084,2.9173648234534686,1.3282515461009268,-12.992117454577754,-9.958150442977123,-2.464274111189142,-7.942823242801239,1.9050155709110872,-8.295045807100976,137.36783372062837,0.5145313769748265,0.5984148924711598,0.6565392616368286,0.5469291868621609,0.5144752100608508,0.47157791288187184,0.434870763599429,0.45869157300432056,0.5553523014602461,0.5638156301716786,0.5765077126312188,0.5157864592211798,0.06216027881672691,0.030627925936299615,1500.1850182223816,2380.2033742378844,12.925498573075279,7.177367277502256,11.161269280048217,13.00268682858085,16.866590044449023,15.83049195886865,49.88455275975505,2674.977092669654,0.9877495189113491,5.445555064466241e-05,36.959219858156025,-2.125606825821449e-06,-12.748539924621582,0.4001736640930176,31.42125480153649
122,-268.15421074352474,157.7452726545119,8.51847201776359,16.503195584835602,2.679121645818571,1.9163641603965063,-0.2660973342345559,-13.045904195258727,-9.814354000133605,-3.25373493569856,-6.7826410832972135,-3.7482822419238406,-8.95238454386598,178.3435469137836,0.47068933637248134,0.44751543528935783,0.42462447911155143,0.4165992519979982,0.42405024760582355,0.45995671246867564,0.5023774677968427,0.5861008262438385,0.6346555862638773,0.6562976935873406,0.5862490643333091,0.5171835430862909,0.07766494976236442,0.03689966516195951,1750.293419455296,2519.9930288401,12.067614999667597,8.866349047577584,11.752013002621215,13.154521275823377,15.84573942685357,16.33671753166063,51.96704465810894,3240.5090945244474,1.0326914343961588,6.591552213988676e-05,58.436245159262064,-1.96331026018918e-06,-13.506789207458496,0.40273189544677734,36.3548411103669
123,-250.37047748633333,163.06758889841365,14.753282948713647,14.369020911155408,6.969629837412079,0.35224763103374856,0.7699093613193948,-5.817546011167358,-10.74782908643992,-4.142846246696264,-5.757521156263749,0.9269166262132608,-3.91150483025868,147.54479330309712,0.5317129635146606,0.5652596687000466,0.5368575884598169,0.5170234584951802,0.5422200165746505,0.5960651558832293,0.6328882697726558,0.6212984936961153,0.5899852765294591,0.5592211772118533,0.5014255542174596,0.5058639472162322,0.08924816634110452,0.031153083808650436,1583.6759619048137,2502.2996530655532,13.079217627971305,7.957828374430106,11.155092327985622,12.96549246285404,15.90043744535882,16.56337491684137,50.24780347765319,2800.8406042783577,0.9941755676571783,4.911139558522667e-05,55.37609679763036,-1.5654218838988364e-06,-9.941055297851562,0.32378482818603516,42.341180264430825
124,-295.8271099869516,172.68656410593718,14.98379817987418,9.150692966071455,3.7516617701284174,4.786960867866169,-2.293774455627058,-18.8401152621299,-7.010218169789979,-1.7579616674079663,-11.896839242204539,-4.258944949242608,-10.687194505617665,128.501781561549,0.6476296504067292,0.5798601104870303,0.5184495522555282,0.4708624599126904,0.48373172367228806,0.5424290378646018,0.5033937105863213,0.5173137640288783,0.5378968226297429,0.5744125616210318,0.6114925483530989,0.6628477032803918,0.06639479526500236,0.032010422274365694,1499.3794960720352,2312.472768483067,12.055974260123497,6.84814909975186,10.881786282516947,13.16265215720998,16.414359408452448,16.21889624474474,50.64345465845567,2636.1995197371502,0.9647569312840385,5.4926478988197795e-05,43.57565391417668,-2.487330486250339e-06,-13.601717948913574,0.4350476562976837,40.642261960490586
125,-269.6320033488148,157.7246260903849,9.173323093591327,-1.1230260107907424,2.2639137685821393,0.6695881722612612,-9.502212101776873,-12.691298949290308,-9.282480882648239,-5.984952376780108,-9.920022700523642,0.6390437685073568,-8.877730534267558,237.57455120025185,0.6102791467807701,0.47826206654461234,0.3869565132725819,0.33672453144395753,0.31490967927550956,0.3317432819968968,0.33823588905226326,0.3387224714471637,0.3790931264083321,0.44007089491994517,0.543625533116413,0.6172962710909738,0.09254213506093821,0.03682444819030401,1650.5935621944152,2359.888748217826,11.430811501947414,10.249661447346277,13.45421378421556,15.142632586321634,17.53792685895018,17.156119008607195,51.49514569075258,2928.384273308368,1.0302014993368078,4.837342386790068e-05,54.0753470368393,-4.359822151865786e-06,-22.68764305114746,0.3601479232311249,26.63321526957891
126,-271.54224646425695,165.74199240480627,8.200836835966541,5.220143386495131,5.131747952748632,8.435727637416734,-4.69089056694276,-21.83379140122664,-14.89418104923753,-4.452739314470852,-2.4009676263716604,-6.5085473154110085,-11.363091370928053,221.91819075169718,0.5885360586371547,0.4723218878494221,0.3651285223515396,0.3279500105955547,0.306490296843311,0.28252365225588083,0.2904338085980305,0.3521757385125422,0.4803891588230514,0.5999406406119526,0.6105047583491073,0.6206497995895304,0.10560620858409621,0.026935755649459697,1342.0067664471403,2077.8689615341946,12.071760727690911,11.101663587264271,13.535212010035048,14.425116070773376,18.94440833617233,17.48965498804458,50.92473092376028,2366.536127963913,1.0085881259575242,2.478229177794753e-05,46.72458958179683,-2.9801142255159734e-06,-20.896263122558594,0.4084271490573883,16.917348130841123
127,-264.27659486789025,172.12298061262635,6.60451062360977,1.890819129331339,12.320966499563324,2.5383697225914617,-5.52352997688975,-10.631778128015803,-7.30384289035135,-3.297099092462033,-3.7202924941888336,-0.2620891245111144,-7.3832761498970125,192.73056083479906,0.5927836770707238,0.4947215177951658,0.4005910723710415,0.35980414720631015,0.3496141065789888,0.34623121964988407,0.3600044368102089,0.46283223489773756,0.584117483324853,0.6631983738026724,0.6300955280525037,0.6259369429749079,0.0910561445099657,0.02963955417329838,1440.3880066060958,2273.0970677741557,11.430515975918249,9.052273810658216,11.593810267673094,14.422269648214296,16.92734115333542,17.061424274494406,49.2674279616835,2462.8371750947945,0.9690058960493624,3.826888711492938e-05,43.751385165326184,-2.0207804099375932e-06,-11.050436019897461,0.4293460249900818,36.588334425615585
128,-282.83198872050673,144.7222738138666,22.2874508213988,12.305865151985142,-0.408447124209162,1.8480685667002525,-3.0085897491246247,-6.731800108110742,-7.388585157100924,-3.8695572199600665,-2.2403696842653193,-3.676583729268235,-6.161622279262085,177.0553566362925,0.7027312470380288,0.5791389625397104,0.48899940207675663,0.44530009202104154,0.40573188503553875,0.3854829468483921,0.37367487886282513,0.4022457542700646,0.4645247730076424,0.5383151969782635,0.6452957763825969,0.7105882256876538,0.06913262001330744,0.034540138589435276,1757.7679283464436,2666.626495820634,11.682184686332578,8.941252017275156,11.647534454833707,13.957572803243025,15.960582598739032,15.766842281899308,51.513324100735886,3068.807327190791,0.9512872772016516,7.212202993561963e-05,68.94989626098088,-2.328770824940791e-06,-14.37783145904541,0.47566482424736023,52.54167012190065
